;;MTRL-0421;;;;;;;;
15/04/2021 10:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:45;00:00:59;0,75;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:06;00:00:40;00:00:46;0,67;Terminado por 02619984211830;
15/04/2021 10:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:25;00:00:20;00:00:45;0,33;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:10;00:00:30;00:00:40;0,5;Terminado por 02619998567684;
15/04/2021 10:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:23;00:00:32;00:00:55;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:46;00:00:02;00:00:48;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:03;00:00:16;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:20;00:00:35;0,33;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:03;00:00:45;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:28;00:00:40;0,47;Terminado por 02619987212683;
15/04/2021 10:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:14;00:00:27;00:00:41;0,45;Terminado por 02619997768027;
15/04/2021 10:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:04;00:00:44;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:02;00:00:41;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:12;00:00:52;0,2;Terminado por 02619991747585;
15/04/2021 10:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:02;00:00:21;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:39;00:00:08;00:00:47;0,13;Terminado por 02619995034854;
15/04/2021 10:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:17;00:00:59;0,28;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:11;00:00:18;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:24;00:00:36;00:01:00;0,6;Terminado por 02619998616804;
15/04/2021 10:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:18;00:00:46;00:01:04;0,77;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:10;00:00:49;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:00;00:00:40;0;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:29;00:00:44;0,48;Terminado por 02619993315952;
15/04/2021 10:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:04;00:00:44;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:09;00:00:14;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:31;00:00:45;0,52;Terminado por 02619981556303;
15/04/2021 10:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:31;00:00:45;0,52;Terminado por 02619993536905;
15/04/2021 10:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:01;00:00:14;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:16;00:00:58;0,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:04;00:00:04;00:00:08;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:56;00:00:32;00:01:28;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:04;00:00:44;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:28;00:00:44;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:35;00:00:26;00:01:01;0,43;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:02;00:00:15;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:26;00:00:49;0,43;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:04;00:00:43;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:21;00:00:33;0,35;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:01;00:00:17;0,02;Terminado por 02619993760514;
15/04/2021 10:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:22;00:00:09;00:00:31;0,15;Terminado por 02619971437269;
15/04/2021 10:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:43;00:00:02;00:00:45;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:39;00:00:14;00:00:53;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:00;00:00:08;0;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:22;00:00:36;00:00:58;0,6;Terminado por 02619994219315;
15/04/2021 10:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:18;00:00:27;00:00:45;0,45;Terminado por 02619998129269;
15/04/2021 10:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:38;00:00:49;0,63;Terminado por 02619992747587;
15/04/2021 10:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:10;00:00:35;00:00:45;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:02;00:00:22;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 10:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:03:10;00:03:24;3,17;Terminado por 02619989052409;
15/04/2021 11:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:38;00:02:06;00:02:44;2,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 12:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:18;00:00:27;00:00:45;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:09;00:00:35;00:00:44;0,58;Terminado por 02619982504897;
15/04/2021 13:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:45;00:00:00;00:00:45;0;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:20;00:01:01;0,33;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:15;00:00:54;00:01:09;0,9;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:04;00:00:05;00:00:09;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:26;00:00:13;00:00:39;0,22;Terminado por 02619981899698;
15/04/2021 13:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:19;00:00:03;00:00:22;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:03;00:00:42;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:06;00:00:24;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:29;00:00:45;0,48;Terminado por 02619991564357;
15/04/2021 13:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:08;00:00:47;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:12;00:00:32;00:00:44;0,53;Terminado por 02619971725324;
15/04/2021 13:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:04;00:00:22;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:39;00:01:02;0,65;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:15;00:00:19;00:00:34;0,32;Terminado por 02619982648421;
15/04/2021 13:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:05;00:00:45;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:15;00:00:04;00:00:19;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:22;00:01:09;00:01:31;1,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:10;00:00:39;00:00:49;0,65;Terminado por 02619987370863;
15/04/2021 13:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:10;00:00:29;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:18;00:00:29;00:00:47;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:17;00:00:11;00:00:28;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:39;00:00:02;00:00:41;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:22;00:00:36;00:00:58;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:38;00:00:51;0,63;Terminado por 02619991836424;
15/04/2021 13:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:42;00:00:03;00:00:45;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:05;00:00:47;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:24;00:00:11;00:00:35;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 13:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:08;00:00:47;00:00:55;0,78;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:37;00:01:19;0,62;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:05;00:00:44;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:27;00:00:08;00:00:35;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:01:16;00:01:31;1,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:34;00:00:42;0,57;Terminado por 02619989999685;
15/04/2021 14:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:01;00:00:14;0,02;Terminado por 02619988173499;
15/04/2021 14:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:30;00:00:41;0,5;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:45;00:00:07;00:00:52;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:06;00:00:29;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:25;00:00:43;00:01:08;0,72;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:50;00:01:11;0,83;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:23;00:00:11;00:00:34;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:33;00:00:48;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:07;00:00:48;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:02;00:00:07;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:05;00:00:18;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:09;00:00:06;00:00:15;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:19;00:01:20;00:01:39;1,33;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:27;00:00:48;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:48;00:00:00;00:00:48;0;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:18;00:00:01;00:00:19;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:04;00:00:02;00:00:06;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:31;00:00:03;00:00:34;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:16;00:00:06;00:00:22;0,1;Terminado por 02619984483220;
15/04/2021 14:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:14;00:00:30;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 14:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:25;00:00:07;00:00:32;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:03;00:00:10;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:41;00:01:04;0,68;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:31;00:00:30;00:01:01;0,5;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:13;00:00:53;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:02;00:00:42;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:29;00:00:41;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:39;00:00:02;00:00:41;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:05;00:00:24;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:07;00:00:46;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:29;00:00:01;00:00:30;0,02;Terminado por 02619981472374;
15/04/2021 15:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:39;00:00:04;00:00:43;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:04;00:00:47;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:38;00:00:49;0,63;Terminado por 02619989589163;
15/04/2021 15:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:26;00:00:08;00:00:34;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:31;00:00:50;0,52;Terminado por 02619994707786;
15/04/2021 15:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:08;00:00:04;00:00:12;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:04;00:00:09;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
15/04/2021 15:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:00;00:00:13;0;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
